Date,Tmax_C,Tmin_C,Rainfall_mm,Division
19820406,29.1,22.57,1.54,Sylhet
19820407,31.88,22.36,1.99,Sylhet
19820408,31.98,23.13,2.91,Sylhet
19820409,34.07,23.33,0.29,Sylhet
19820410,32.54,23.2,5.08,Sylhet
19820411,28.92,22.27,18.4,Sylhet
19820412,30.5,20.7,11.37,Sylhet
19820413,29.77,20.35,11.98,Sylhet
19820414,29.53,22.59,3.29,Sylhet
19820415,29.07,20.7,14.9,Sylhet
19820416,29.24,21.87,41.24,Sylhet
19820417,27.89,21.69,10.43,Sylhet
19820418,27.88,19.88,23.21,Sylhet
19820419,28.33,18.98,7.39,Sylhet
19820420,26.18,21.33,16.18,Sylhet
19820421,29.12,20.67,0.23,Sylhet
19820422,30.59,20.78,5.9,Sylhet
19820423,30.37,21.57,5.06,Sylhet
19820424,31.12,21.52,5.74,Sylhet
19820425,29.92,21.41,24.09,Sylhet
19820426,29.85,21.46,14.65,Sylhet
19820427,30.96,23.36,9.38,Sylhet
19820428,31.32,22.01,8.24,Sylhet
19820429,32.65,22.6,1.99,Sylhet
19820430,31.87,22.29,6.93,Sylhet
19820501,31.68,21.88,3.63,Sylhet
19820502,32.03,23.1,9.37,Sylhet
19820503,30.5,23.65,6.32,Sylhet
19820504,30.58,22.6,116.09,Sylhet
19820505,31.09,22.64,8.38,Sylhet
19820506,32.53,22.96,0.75,Sylhet
19820507,33.23,22.56,0.14,Sylhet
19820508,32.13,23.13,1.8,Sylhet
19820509,31.42,23.42,5.0,Sylhet
19820510,31.18,23.43,0.97,Sylhet
19820511,30.69,22.72,17.09,Sylhet
19820512,29.37,23.81,22.01,Sylhet
19820513,28.91,23.59,7.04,Sylhet
19820514,29.58,23.57,3.84,Sylhet
19820515,29.24,23.62,31.72,Sylhet
19820516,30.25,22.2,0.02,Sylhet
19820517,30.03,23.94,9.1,Sylhet
19820518,31.85,22.35,2.01,Sylhet
19820519,34.49,21.91,0.0,Sylhet
19820520,33.5,22.13,0.0,Sylhet
19820521,34.04,23.15,0.0,Sylhet
19820522,33.99,23.46,0.0,Sylhet
19820523,34.08,23.52,0.01,Sylhet
19820524,34.46,24.29,0.0,Sylhet
19820525,34.94,24.61,0.0,Sylhet
19820526,34.2,25.05,2.45,Sylhet
19820527,32.9,25.62,11.55,Sylhet
19820528,32.55,24.0,4.05,Sylhet
19820529,31.05,23.58,21.38,Sylhet
